,Tweets,Date,len,Likes,RTweets
1275,"The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate!",Fri Sep 22 11:26:06 +0000 2017,136,87976,18947
1276,"The Russia hoax continues, now it's ads on Facebook. What about the totally biased and dishonest Media coverage in favor of Crooked Hillary?",Fri Sep 22 10:44:47 +0000 2017,140,102729,26133
1277,"RT @DonnaWR8: .@POTUS #TRUMP🇺🇸 &amp; @FLOTUS🌺

When ALL seemed HOPELESS...YOU brought HOPE!

You INSPIRE us ALL!

#MAGA #Harvey @Scavino45 #USA…",Fri Sep 22 10:36:50 +0000 2017,144,0,10585
1278,RT @TwitterData: These are the 10 most Tweeted about world leaders during the first day of #UNGA General Debate https://t.co/HhlOlNAkDJ,Fri Sep 22 10:30:56 +0000 2017,135,0,5292
1279,Thank you! https://t.co/hlz48RLkIf,Fri Sep 22 10:30:06 +0000 2017,34,55145,10564
1280,"Kim Jong Un of North Korea, who is obviously a madman who doesn't mind starving or killing his people, will be tested like never before!",Fri Sep 22 10:28:02 +0000 2017,136,127325,40125
1281,"Rand Paul, or whoever votes against Hcare Bill, will forever (future political campaigns) be known as ""the Republican who saved ObamaCare.""",Fri Sep 22 10:19:36 +0000 2017,139,59832,14044
1282,A big day for the U.S. at the United Nations!,Thu Sep 21 22:26:29 +0000 2017,45,72886,11751
1283,Senator Luther Strange has gone up a lot in the polls since I endorsed him a month ago. Now a close runoff. He will be great in D.C.,Thu Sep 21 22:23:44 +0000 2017,132,42942,6742
1284,"Today, I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete de… https://t.co/cPAHwPXUmA",Thu Sep 21 17:58:30 +0000 2017,140,67133,17456
1285,"It was a great privilege to meet with President Moon of South Korea.
Stay tuned! 🇺🇸🇰🇷#UNGA https://t.co/7xYDO5ddUm",Thu Sep 21 16:06:32 +0000 2017,114,44028,8746
1286,"It was wonderful to have President Petro Poroshenko of Ukraine with us in New York City today. #UNGA
🎥… https://t.co/Fi8dfuJ1nq",Thu Sep 21 15:17:42 +0000 2017,127,30600,6199
1287,It was a pleasure to have President Ashraf Ghani of Afghanistan with us this morning! #USAatUNGA #UNGA https://t.co/HOEVfnMn14,Thu Sep 21 15:15:19 +0000 2017,126,34787,6535
1288,"Governor @RicardoRossello- 
We are with you and the people of Puerto Rico. Stay safe! #PRStrong",Thu Sep 21 03:13:07 +0000 2017,95,57179,11509
1289,"Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care), he doesn't lie-just wants to help people!",Thu Sep 21 01:06:25 +0000 2017,140,55939,11056
1290,The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!,Thu Sep 21 00:42:17 +0000 2017,140,53152,9945
1291,I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal &amp; Replace.,Wed Sep 20 23:07:55 +0000 2017,135,73918,17474
1292,"Alabama is sooo lucky to have a candidate like ""Big"" Luther Strange. Smart, tough on crime, borders &amp; trade, loves Vets &amp; Military. Tuesday!",Wed Sep 20 22:42:35 +0000 2017,148,43209,7258
1293,"On behalf of all Americans, I want to wish Jewish families many blessings in the New Year. https://t.co/m4VWxYvONx https://t.co/iYG1G8GaLN",Wed Sep 20 22:29:44 +0000 2017,138,51073,11669
1294,RT @VP: Went to the Senate today to say @POTUS &amp; I fully support Graham-Cassidy plan to repeal/replace Obamacare. Let's get this done. http…,Wed Sep 20 19:09:58 +0000 2017,144,0,7734
1295,Honored to host a luncheon for African leaders this afternoon. Great discussions on the challenges &amp; opportunities… https://t.co/icPtepmBlP,Wed Sep 20 19:05:18 +0000 2017,143,42686,9191
1296,"Honored to meet w/ Pres Abbas from the Palestinian Authority &amp; his delegation, who have been working hard w/everybo… https://t.co/9ppbn43yIu",Wed Sep 20 17:08:53 +0000 2017,144,34175,6719
1297,It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilatera… https://t.co/DbdeqhKjbw,Wed Sep 20 15:23:46 +0000 2017,140,42642,8364
1298,"Looking forward to Friday night in the Great State of Alabama. I am supporting ""Big"" Luther Strange because he was so loyal &amp; helpful to me!",Wed Sep 20 12:29:01 +0000 2017,144,47035,7837
1299,I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal &amp; Replace ObamaCare. Money direct to States!,Wed Sep 20 12:16:22 +0000 2017,140,58702,12588
1300,Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!,Wed Sep 20 12:09:54 +0000 2017,139,48423,9843
1301,"RT @Franklin_Graham: Join me in praying for @POTUS. He reminded the world, “If the righteous many do not confront the wicked few, then evil…",Wed Sep 20 11:03:31 +0000 2017,140,0,21965
1302,Thank you  @foxandfriends - great show!,Wed Sep 20 11:00:34 +0000 2017,39,38654,5697
1303,RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by thei…,Wed Sep 20 10:47:35 +0000 2017,140,0,7650
1304,"The world is noticing, thanks! https://t.co/2NL6SlWnmH",Wed Sep 20 10:44:06 +0000 2017,54,57693,12060
1305,RT @DonnaWR8: @realDonaldTrump Thank you @POTUS for believing in Us like we believed in you! #MAGA https://t.co/C476SHWd0m,Wed Sep 20 10:42:33 +0000 2017,122,0,11467
1306,"After allowing North Korea to research and build Nukes while Secretary of State (Bill C also), Crooked Hillary now criticizes.",Wed Sep 20 10:40:31 +0000 2017,126,81647,21278
1307,Big meetings today at the United Nations. So many interesting leaders. America First will MAKE AMERICA GREAT AGAIN!,Wed Sep 20 10:14:30 +0000 2017,115,55792,10311
1308,"RT @Scavino45: ""The Iran deal was one of the worst &amp; most one sided transactions the United States has EVER entered into.""
@POTUS @realDona…",Wed Sep 20 10:00:18 +0000 2017,144,0,9225
1309,"RT @Scavino45: #WeThePeople🇺🇸
#USAatUNGA #UNGA https://t.co/8VsFL9MZxx",Wed Sep 20 10:00:10 +0000 2017,70,0,4181
1310,RT @Scavino45: .@POTUS @realDonaldTrump and @UN Secretary-General @AntonioGuterres pose for📸prior to their expanded bilateral meeting. #USA…,Wed Sep 20 09:59:48 +0000 2017,140,0,3795
1311,"I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the ""DEPLORABLES.""",Wed Sep 20 02:41:13 +0000 2017,139,114030,25334
1312,"So nice, thank you! https://t.co/Cg4dzHhbrv",Wed Sep 20 02:33:32 +0000 2017,43,50367,8662
1313,A great and important day at the United Nations.Met with leaders of many nations who agree with much (or all) of what I stated in my speech!,Wed Sep 20 02:31:19 +0000 2017,140,69262,13220
1314,"Puerto Rico being hit hard by new monster Hurricane. Be careful, our hearts are with you- will be there to help!",Wed Sep 20 02:23:52 +0000 2017,112,85209,18255
1315,"The true question for the @UN...
🎥https://t.co/tx5SnACAaS",Wed Sep 20 01:19:00 +0000 2017,57,30003,6589
1316,"It was a great honor to have spoken before the countries of the world at the United Nations.
#USAatUNGA🇺🇸#UNGA… https://t.co/nPWffjKMSz",Tue Sep 19 22:04:11 +0000 2017,135,56929,11115
1317,God bless the people of Mexico City. We are with you and will be there for you.,Tue Sep 19 20:05:32 +0000 2017,79,187168,51924
1318,"As President of the United States of America, I will ALWAYS put #AmericaFirst🇺🇸#UNGA
Full remarks:… https://t.co/TTE2PMSbMu",Tue Sep 19 19:09:35 +0000 2017,123,66549,16721
1319,"The🇺🇸has great strength &amp; patience, but if it is forced to defend itself or its allies, we will have no choice but… https://t.co/IgW8Sg6yUB",Tue Sep 19 17:22:27 +0000 2017,143,81338,22926
1320,"RT @IvankaTrump: I have long respected India's accomplished and charismatic Foreign Minister @SushmaSwaraj, and it was an honor to meet her…",Tue Sep 19 11:22:59 +0000 2017,140,0,9239
1321,"Big day at the United Nations - many good things, and some tricky ones, happening. We have a great team. Big speech at 10:00 A.M.",Tue Sep 19 11:21:30 +0000 2017,129,78931,13607
1322,#USAatUNGA🇺🇸 #UNGA https://t.co/MjIJ7HG3eU,Tue Sep 19 04:47:03 +0000 2017,42,36839,7906
1323,"We call for the full restoration of democracy and political freedoms in Venezuela, and we want it to happen very, v… https://t.co/pbr9DByGcX",Tue Sep 19 04:18:41 +0000 2017,140,59599,18710
1324,It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilat… https://t.co/93MkAoQVdT,Tue Sep 19 03:01:25 +0000 2017,140,38321,7447
1325,"Such an honor to have my good friend, Israel PM @Netanyahu, join us w/ his delegation in NYC this afternoon. #UNGA… https://t.co/lJto9QND4Q",Mon Sep 18 23:31:07 +0000 2017,139,50480,11593
1326,Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!,Mon Sep 18 16:57:27 +0000 2017,137,72674,13169
1327,We commend SG @AntonioGuterres &amp; his call for the UN to focus more on people &amp; less on bureaucracy. #USAatUNGA… https://t.co/ekyQZXdwJq,Mon Sep 18 16:36:09 +0000 2017,143,37073,8642
1328,Happy 70th Birthday @CIA! https://t.co/CU3gOZMf7J,Mon Sep 18 13:16:17 +0000 2017,49,50189,9401
1329,Happy 70th Birthday @USAirForce! https://t.co/snkXO40vXM,Mon Sep 18 13:14:46 +0000 2017,56,61634,12188
1330,RT @realDonaldTrump: Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must…,Sun Sep 17 13:03:32 +0000 2017,140,0,20504
1331,"RT @realDonaldTrump: The travel ban into the United States should be far larger, tougher and more specific-but stupidly, that would not be…",Sun Sep 17 13:02:26 +0000 2017,139,0,23606
1332,"Important meetings and calls scheduled for today. Military and economy are getting stronger by the day, and our enemies know it. #MAGA",Sun Sep 17 13:00:05 +0000 2017,134,66719,13464
1333,RT @markets: What Is Trump worth to Twitter? One analyst estimates $2 billion https://t.co/knniVpqr35 https://t.co/djkZiRk5nL,Sun Sep 17 12:29:57 +0000 2017,125,0,5416
1334,My great honor! https://t.co/x25T9tQAnI,Sun Sep 17 12:28:08 +0000 2017,39,68167,14465
1335,RT @Fuctupmind: @realDonaldTrump Donald Trump's amazing golf swing #CrookedHillary https://t.co/vKhxxFCBV1,Sun Sep 17 12:16:31 +0000 2017,106,0,41907
1336,RT @Team_Trump45: @realDonaldTrump  https://t.co/Vu56q4z2XJ,Sun Sep 17 12:12:19 +0000 2017,59,0,6936
1337,RT @Team_Trump45: @realDonaldTrump  https://t.co/MOnPkuKxQM,Sun Sep 17 12:12:02 +0000 2017,59,0,3414
1338,RT @Team_Trump45: @realDonaldTrump  https://t.co/1zo6zc2pxt,Sun Sep 17 12:11:39 +0000 2017,59,0,8859
1339,RT @glamourizes: @realDonaldTrump Only true Americans can see that president Trump is making America great. He's the only person who can! H…,Sun Sep 17 12:05:59 +0000 2017,140,0,7424
1340,RT @Team_Trump45: @realDonaldTrump  https://t.co/dw0zKYtyfT,Sun Sep 17 12:02:42 +0000 2017,59,0,5802
1341,RT @dmartosko: This is the #NYTimes. Can you understand why so many reporters are cautious about working for them? https://t.co/LRJKtFNgM4,Sun Sep 17 12:00:47 +0000 2017,138,0,7372
1342,Thank you! https://t.co/vs4MNwXtei,Sun Sep 17 11:57:20 +0000 2017,34,36302,6045
1343,I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!,Sun Sep 17 11:53:35 +0000 2017,137,144096,42106
1344,Attorney General Bill Schuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help,Sun Sep 17 11:40:16 +0000 2017,140,51036,9268
1345,"I will be in Huntsville, Alabama, on Saturday night to support Luther Strange for Senate. ""Big Luther"" is a great guy who gets things done!",Sat Sep 16 23:04:03 +0000 2017,139,54585,9648
1346,"A great deal of good things happening for our country. Jobs and Stock Market at all time highs, and I believe will be getting even better!",Sat Sep 16 22:40:23 +0000 2017,138,81592,15862
1347,HAPPY 70th BIRTHDAY to the @USAirForce! The American people are eternally grateful. Thank you for keeping America P… https://t.co/AwuBR6TA9C,Fri Sep 15 23:54:00 +0000 2017,140,88990,21124
1348,"We will defend our people, our nations and our civilization from all who dare to threaten our way of life...cont:… https://t.co/LMkSj1vzOI",Fri Sep 15 22:58:30 +0000 2017,138,56127,14540
1349,"Our hearts &amp; prayers go out to the people of London, who suffered a vicious terrorist attack.... https://t.co/Q2hTBV2l5t",Fri Sep 15 20:54:52 +0000 2017,124,65085,14371
1350,"NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country.
Proclamation:… https://t.co/bBP3yE1gRJ",Fri Sep 15 19:02:43 +0000 2017,140,51397,12803
1351,"Frank “FX” Giaccio-
On behalf of @FLOTUS Melania &amp; myself, THANK YOU for doing a GREAT job this morning!… https://t.co/QAvTAZrI3d",Fri Sep 15 16:49:31 +0000 2017,133,114265,32160
1352,WEEKLY ADDRESS🇺🇸 https://t.co/MsaLA9POAt,Fri Sep 15 16:09:10 +0000 2017,40,41592,10514
1353,CHAIN MIGRATION cannot be allowed to be part of any legislation on Immigration!,Fri Sep 15 13:00:48 +0000 2017,79,75076,18760
1354,ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!,Fri Sep 15 11:20:08 +0000 2017,137,108726,26949
1355,We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive &amp; nasty!,Fri Sep 15 11:00:01 +0000 2017,144,99093,20961
1356,"The travel ban into the United States should be far larger, tougher and more specific-but stupidly, that would not be politically correct!",Fri Sep 15 10:54:14 +0000 2017,138,103921,23606
1357,Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off &amp; use better!,Fri Sep 15 10:48:18 +0000 2017,144,95391,20504
1358,Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!,Fri Sep 15 10:42:55 +0000 2017,140,107107,28027
1359,"With the ridiculous Filibuster Rule in the Senate, Republicans need 60 votes to pass legislation, rather than 51. Can't get votes, END NOW!",Fri Sep 15 10:37:38 +0000 2017,139,52408,12119
1360,"FLORIDA-
Just like TX, WE are w/you today, we are w/you tomorrow, &amp; we will be w/you EVERY SINGLE DAY AFTER, to RES… https://t.co/bxPbokP66A",Fri Sep 15 00:55:05 +0000 2017,144,57166,11950
1361,"WE ARE WITH YOU FLORIDA!

Emergency Information 
1-800-342-3557
https://t.co/zbWkR5VmDp

Volunteer 
1-800-FL-HELP-1… https://t.co/qZ35AmeR6g",Thu Sep 14 21:11:18 +0000 2017,140,52765,13400
1362,"...I told Republicans to approve healthcare fast or this would happen. But don't worry, I will veto because I love our country &amp; its people.",Thu Sep 14 19:32:23 +0000 2017,144,63558,12828
1363,Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S. &amp; its people...,Thu Sep 14 19:31:55 +0000 2017,107,71506,16833
1364,Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.,Thu Sep 14 19:18:14 +0000 2017,140,58000,11018
1365,Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!,Thu Sep 14 19:04:22 +0000 2017,131,59375,9849
1366,"Am leaving now for Florida to see our GREAT first responders and to thank the U.S. Coast Guard, FEMA etc. A real disaster, much work to do!",Thu Sep 14 11:05:55 +0000 2017,139,65939,10389
1367,...They have been in our country for many years through no fault of their own - brought in by parents at young age. Plus BIG border security,Thu Sep 14 10:35:41 +0000 2017,140,52423,10608
1368,"Does anybody really want to throw out good, educated and accomplished young people who have jobs, some serving in the military? Really!.....",Thu Sep 14 10:28:41 +0000 2017,140,81432,17972
1369,"The WALL, which is already under construction in the form of new renovation of old and existing fences and walls, will continue to be built.",Thu Sep 14 10:20:58 +0000 2017,140,103003,23239
1370,No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.,Thu Sep 14 10:11:36 +0000 2017,138,63066,16783
1371,"The ""deplorables"" came back to haunt Hillary.They expressed their feelings loud and clear. She spent big money but, in the end, had no game!",Thu Sep 14 02:52:34 +0000 2017,140,92008,20393
1372,Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!,Thu Sep 14 02:47:23 +0000 2017,138,111275,25185
1373,China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!,Thu Sep 14 02:22:57 +0000 2017,134,74872,17274
1374,"With Irma and Harvey devastation, Tax Cuts and Tax Reform is needed more than ever before. Go Congress, go!",Wed Sep 13 12:36:52 +0000 2017,107,91770,19513
1375,"I will be traveling to Florida tomorrow to meet with our great Coast Guard, FEMA and many of the brave first responders &amp; others.",Wed Sep 13 11:34:16 +0000 2017,133,85661,14347
1376,The approval process for the biggest Tax Cut &amp; Tax Reform package in the history of our country will soon begin. Move fast Congress!,Wed Sep 13 11:28:10 +0000 2017,136,79103,17318
1377,It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to th… https://t.co/xihOApAZPf,Tue Sep 12 20:12:48 +0000 2017,140,51255,13440
1378,"Congratulations to Eric &amp; Lara on the birth of their son, Eric ""Luke"" Trump this morning! https://t.co/Aw0AV82XdE",Tue Sep 12 18:41:50 +0000 2017,117,109141,16368
1379,"The devastation left by Hurricane Irma was far greater, at least in certain locations,than anyone thought - but amazing people working hard!",Tue Sep 12 13:11:19 +0000 2017,140,83466,14304
1380,Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!,Tue Sep 12 12:56:47 +0000 2017,140,104777,23349
1381,"RT @LouDobbs: Making America Great Again- @Kellyannepolls: After #Irma @POTUS is focused on saving lives, not swamp shenanigans. #Dobbs #MA…",Tue Sep 12 12:17:56 +0000 2017,140,0,7398
1382,May God Forever Bless the United States of America. #NeverForget911 https://t.co/erycJgj23r,Mon Sep 11 18:35:59 +0000 2017,91,130970,35500
1383,#NeverForget https://t.co/rmQ1a5bDon,Mon Sep 11 18:02:09 +0000 2017,36,80288,18695
1384,RT @Scavino45: Hurricane force winds hit Florida Keys. 390 shelters have been opened in Florida. Shelters near you➡️https://t.co/lL5pDP0N9D…,Sun Sep 10 10:37:38 +0000 2017,140,0,5273
1385,"RT @SecretarySonny: Serious @Cabinet meeting today, called by @POTUS at Camp David. Reports on #Irma's track, potential impact, fed &amp; state…",Sun Sep 10 10:37:05 +0000 2017,144,0,6115
1386,RT @TravelGov: Continue to notify us of US citizens overseas impacted by #HurricaneIrma &amp; #HurricaneJose. https://t.co/EuIpTB144z https://t…,Sun Sep 10 10:35:49 +0000 2017,144,0,4251
1387,"RT @KellyannePolls: Love and prayers for friends Adrienne &amp; Eric Bolling. 

May Eric Chase know eternal peace. https://t.co/rtoCsVpPGy",Sun Sep 10 10:34:25 +0000 2017,138,0,8891
1388,RT @NYPDnews: Many supported NYers when Sandy hit. Now our NY Task Force-1 can be there to help others during Harvey &amp; #HurricaneIrma. Here…,Sun Sep 10 10:33:42 +0000 2017,144,0,6512
1389,"RT @seanhannity: @ericbolling To my dear friend, please know we all love you, will be here for you and your family.",Sun Sep 10 10:32:36 +0000 2017,115,0,11032
1390,RT @DonaldJTrumpJr: Great pic from a friend on @CBPflorida @CustomsBorder who have been helping with #harvey recovery and now with #irma. T…,Sun Sep 10 10:28:19 +0000 2017,140,0,5055
1391,RT @Scavino45: Florida Governor Rick @FLGovScott. #HurricaineIrma https://t.co/ch3wx9HDMj,Sun Sep 10 10:27:22 +0000 2017,89,0,2713
1392,RT @EricTrump: Please stay safe #Florida! You are in our thoughts and we are praying for you! 🇺🇸🇺🇸🇺🇸 https://t.co/B3998hZyHI,Sun Sep 10 10:27:09 +0000 2017,124,0,5483
1393,"The U.S. Coast Guard, FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!",Sun Sep 10 02:56:37 +0000 2017,113,123570,24235
1394,"Heed the advice of @FLGovScott!

""If you're in an evacuation zone, you need to get to a shelter...there's not many… https://t.co/5cWRJEmysB",Sun Sep 10 00:03:48 +0000 2017,139,43895,10954
1395,"This is a storm of enormous destructive power, and I ask everyone in the storm’s path to heed ALL instructions from… https://t.co/TLHT1tghI8",Sat Sep 09 21:44:16 +0000 2017,140,63202,14588
1396,"FLORIDA- 
Visit https://t.co/pdBaD9t8SK to find shelters, road closures, &amp; evacuation routes. Helpful Twitter list:… https://t.co/SdWHXtLHXl",Sat Sep 09 15:41:55 +0000 2017,144,48136,15835
1397,Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).,Sat Sep 09 00:56:47 +0000 2017,136,124172,27864
1398,"A message to my fellow Americans🇺🇸#IrmaHurricane2017
🎥https://t.co/jyg6AlyAAb
🎥https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E",Fri Sep 08 15:02:22 +0000 2017,126,66551,20395
1399,Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,Fri Sep 08 12:57:11 +0000 2017,136,77598,19985
1400,...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!,Fri Sep 08 12:46:35 +0000 2017,140,61749,14321
1401,"Republicans, sorry, but I've been hearing about Repeal &amp; Replace for 7 years, didn't happen! Even worse, the Senate Filibuster Rule will....",Fri Sep 08 12:41:32 +0000 2017,144,68836,16926
1402,"Our incredible U.S. Coast Guard saved more than 15,000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!",Fri Sep 08 12:37:14 +0000 2017,136,98801,19937
1403,"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!",Fri Sep 08 12:34:13 +0000 2017,140,62175,13732
1404,"We will confront ANY challenge, no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.",Fri Sep 08 01:33:38 +0000 2017,139,78174,15269
1405,I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local &amp; state officials! https://t.co/AQmawTpZs0,Fri Sep 08 00:57:52 +0000 2017,136,65997,18739
1406,"During my trip to Saudi Arabia, I spoke to the leaders of more than 50 Arab &amp; Muslim nations about the need to conf… https://t.co/BYdTMUEWcd",Thu Sep 07 20:18:42 +0000 2017,144,41220,9854
1407,"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PRO… https://t.co/kkzKdGIZlp",Thu Sep 07 19:48:47 +0000 2017,140,54552,13449
1408,"Welcome to the @WhiteHouse, Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon:… https://t.co/Smy2Onu6iU",Thu Sep 07 18:13:30 +0000 2017,140,30752,7490
1409,"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!",Thu Sep 07 13:42:52 +0000 2017,132,76920,19631
1410,"RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.
https://t.co/rHqFqUJGWI",Thu Sep 07 12:53:07 +0000 2017,140,0,5175
1411,RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more: https://t.co/w5eMl…,Thu Sep 07 12:52:15 +0000 2017,140,0,6996
1412,"RT @GOP: .@POTUS: I want to work with Congress, Republicans, and Democrats on a plan that is pro-growth, pro-jobs, pro-worker, and pro-Amer…",Thu Sep 07 12:51:35 +0000 2017,140,0,7633
1413,"Thank you, our great honor! https://t.co/StrciEwuWs",Thu Sep 07 12:51:12 +0000 2017,51,45824,12122
1414,"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful, be safe! #FEMA",Thu Sep 07 12:33:12 +0000 2017,140,80048,16089
1415,"We want our companies to hire &amp; grow in AMERICA, to raise wages for AMERICAN workers, &amp; to help rebuild our AMERICA… https://t.co/Ng9NaVhyYI",Thu Sep 07 01:26:48 +0000 2017,148,59141,14792
1416,"If we want to renew our PROSPERITY, restore OPPORTUNITY, &amp; re-establish our economic DOMINANCE, then we need tax re… https://t.co/ICacqNxz89",Thu Sep 07 00:18:49 +0000 2017,144,68210,16716
1417,"Thank you for joining me in Mandan, ND Gov. @DougBurgum, Lt. Gov. @BrentSanfordND, @SenJohnHoeven, @RepKevinCramer… https://t.co/izfxODvl6c",Thu Sep 07 00:04:12 +0000 2017,139,32646,6335
1418,"Wonderful to be in North Dakota with the incredible hardworking men &amp; women @ the Andeavor Refinery. 
Full remarks:… https://t.co/zRRqfDv5qJ",Wed Sep 06 23:20:48 +0000 2017,144,41846,8695
1419,"Just spoke w/ Governors Rick Scott of Florida, Kenneth Mapp of the U.S. Virgin Islands &amp; Ricardo Rosselló of Puerto… https://t.co/NsyDhxS7wz",Wed Sep 06 19:26:09 +0000 2017,144,70605,17611
1420,"'President Donald J. Trump Approves Emergency Declarations'

➡️https://t.co/xSHSyNkvuP
➡️https://t.co/UbBSFOhMM7
➡️… https://t.co/jhfd4ZJ6L3",Wed Sep 06 17:52:30 +0000 2017,140,49304,14248
1421,RT @VP: .@POTUS is committed to the health &amp; well-being of the US people &amp; we are confident Dr. Jerome Adams will succeed as our new surgeo…,Wed Sep 06 11:37:18 +0000 2017,148,0,11114
1422,Hurricane looks like largest ever recorded in the Atlantic!,Wed Sep 06 10:53:45 +0000 2017,59,58263,12762
1423,"Watching Hurricane closely. My team, which has done, and is doing, such a good job in Texas, is already in Florida. No rest for the weary!",Wed Sep 06 10:51:52 +0000 2017,138,107364,5105
1424,Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,Wed Sep 06 10:47:01 +0000 2017,136,87759,17084
1425,"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!",Wed Sep 06 00:38:27 +0000 2017,139,90090,23411
1426,I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,Tue Sep 05 20:45:27 +0000 2017,140,101331,23539
1427,"RT @The_Trump_Train: @realDonaldTrump Make no mistake, we are going to put the interest of AMERICAN CITIZENS FIRST! 

The forgotten men &amp; w…",Tue Sep 05 12:50:00 +0000 2017,144,0,17006
1428,I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,Tue Sep 05 12:36:57 +0000 2017,144,121680,32131
1429,"RT @DanScavino: 'Trump as Commander in Chief, Making the Hard Decisions' by LTG (Ret) Kellogg, a highly decorated Vietnam War Vet: https://…",Tue Sep 05 12:07:09 +0000 2017,140,0,5465
1430,"Congress, get ready to do your job - DACA!",Tue Sep 05 12:04:43 +0000 2017,42,101188,24908
1431,Big week coming up!,Tue Sep 05 02:49:26 +0000 2017,19,96784,25253
1432,"We are building our future with American hands, American labor, American iron, aluminum and steel. Happy #LaborDay! https://t.co/lyvtNfQ5IO",Mon Sep 04 16:38:46 +0000 2017,139,118106,26412
1433,"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",Sun Sep 03 16:14:31 +0000 2017,132,166259,44835
1434,"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.",Sun Sep 03 16:07:32 +0000 2017,128,125698,26583
1435,"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!",Sun Sep 03 11:46:07 +0000 2017,139,91040,24695
1436,"..North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.",Sun Sep 03 11:39:38 +0000 2017,140,90759,23288
1437,North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....,Sun Sep 03 11:30:41 +0000 2017,139,91842,27334
1438,So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard… https://t.co/z4PKmOxYno,Sun Sep 03 05:17:04 +0000 2017,140,77637,18918
